local_version,local_filename,risk,domain,position_vs_remote_range,nearest_remote_version,nearest_delta_seconds
20260602035500,20260602035500_add_channel_redeem_invite.sql,high,security/auth,inside_remote_range,,
20260603000000,20260603000000_salon_low_stock_alerts.sql,high,security/auth,inside_remote_range,,
20260603120000,20260603120000_ar_estimate_public_rpcs.sql,high,security/auth,inside_remote_range,,
20260604000000,20260604000000_salon_public_walkin.sql,high,security/auth,inside_remote_range,,
20260604143000,20260604143000_bus_search_logo_url.sql,high,security/auth,inside_remote_range,,
20260604162000,20260604162000_real_trending_rpcs.sql,high,security/auth,inside_remote_range,,
20260604211500,20260604211500_disable_dispatch_escalate_staggered_crons.sql,low,chat/social,inside_remote_range,,
20260604223000,20260604223000_store_post_distribution_jobs.sql,high,security/auth,inside_remote_range,,
20260604232911,20260604232911_zivo_plus_plan_code_and_public_plans.sql,high,security/auth,inside_remote_range,,
20260604233000,20260604233000_marketing_workflows_backend_connectivity.sql,high,security/auth,inside_remote_range,,
20260605000000,20260605000000_salon_review_request.sql,high,chat/social,inside_remote_range,,
20260605020000,20260605020000_ads_store_profiles_fk.sql,high,security/auth,inside_remote_range,,
20260605025409,20260605025409_lockdown_admin_security_definer_rpc_grants.sql,high,security/auth,inside_remote_range,,
20260605030003,20260605030003_lockdown_internal_rls_no_policy_tables.sql,high,security/auth,inside_remote_range,,
20260605030155,20260605030155_lockdown_auto_repair_internal_function_grants.sql,high,security/auth,inside_remote_range,,
20260605030511,20260605030511_lockdown_trigger_security_definer_function_grants.sql,high,security/auth,inside_remote_range,,
20260605030807,20260605030807_lockdown_scheduled_maintenance_function_grants.sql,high,security/auth,inside_remote_range,,
20260605031100,20260605031100_lockdown_bot_account_function_anon_grants.sql,high,security/auth,inside_remote_range,,
20260605031308,20260605031308_lockdown_account_wallet_function_anon_grants.sql,high,security/auth,inside_remote_range,,
20260605033621,20260605033621_lockdown_channel_social_function_anon_grants.sql,high,security/auth,inside_remote_range,,
20260605033931,20260605033931_lockdown_zivo_service_function_anon_grants.sql,high,security/auth,inside_remote_range,,
20260606000000,20260606000000_direct_paid_media_bundles.sql,high,security/auth,inside_remote_range,,
20260607000000,20260607000000_profile_metadata_completion.sql,high,security/auth,inside_remote_range,,
20260608000000,20260608000000_account_hub_activity.sql,high,security/auth,inside_remote_range,,
20260609000000,20260609000000_ar_reminders_secure_cron.sql,low,chat/social,inside_remote_range,,
20260610000000,20260610000000_grant_channel_helper_execute.sql,high,security/auth,inside_remote_range,,
20260611000000,20260611000000_add_channel_subscriber_permissions.sql,high,security/auth,inside_remote_range,,
20260611000500,20260611000500_add_channel_permission_exceptions.sql,high,security/auth,inside_remote_range,,
20260612000000,20260612000000_add_store_default_language.sql,high,security/auth,inside_remote_range,,
20260612000100,20260612000100_store_products_owner_write_policies.sql,high,security/auth,inside_remote_range,,
20260612000200,20260612000200_add_ar_estimate_issue_and_start_dates.sql,high,chat/social,inside_remote_range,,
20260612000200,20260612000200_ar_invoices_estimates_mileage.sql,high,general,inside_remote_range,,
20260612000300,20260612000300_add_ar_invoice_issue_and_start_dates.sql,high,chat/social,inside_remote_range,,
20260612000300,20260612000300_ar_invoices_estimates_vsm_fields.sql,high,chat/social,inside_remote_range,,
20260612000400,20260612000400_ar_invoices_estimates_vehicle_engine.sql,high,general,inside_remote_range,,
20260613000000,20260613000000_ar_customer_vehicles_oil_specs.sql,high,general,inside_remote_range,,
